Year,Quarter,Month,Day,Average of FILEDISP_DAYS,Median of FILEDISP_DAYS
2021,Qtr 3,August,20,429.25,301
2021,Qtr 3,August,23,614.91,481
2021,Qtr 3,August,24,965.23,582
2021,Qtr 3,August,25,676.85,541
2021,Qtr 3,August,26,993.30,640
2021,Qtr 3,August,27,926.34,429
2021,Qtr 3,August,30,493.98,427
2021,Qtr 3,August,31,538.76,546
2021,Qtr 3,September,1,547.49,435
2021,Qtr 3,September,2,765.13,608
2021,Qtr 3,September,3,422.03,352
2021,Qtr 3,September,7,479.60,293
2021,Qtr 3,September,8,652.97,444
2021,Qtr 3,September,9,691.05,577
2021,Qtr 3,September,10,589.68,476
2021,Qtr 3,September,13,847.31,695
2021,Qtr 3,September,14,1064.93,786
2021,Qtr 3,September,15,764.94,700
2021,Qtr 3,September,16,1026.63,616
2021,Qtr 3,September,17,548.45,387
2021,Qtr 3,September,20,1317.22,506
2021,Qtr 3,September,21,361.71,260
2021,Qtr 3,September,22,846.97,456
2021,Qtr 3,September,23,847.72,634
2021,Qtr 3,September,24,486.48,393
2021,Qtr 3,September,27,1525.37,853
2021,Qtr 3,September,28,669.55,616
2021,Qtr 3,September,29,585.85,407
2021,Qtr 3,September,30,653.95,590
2021,Qtr 4,October,1,1813.19,899
2021,Qtr 4,October,4,742.08,677
2021,Qtr 4,October,5,1143.35,746
2021,Qtr 4,October,6,988.64,725
2021,Qtr 4,October,7,1021.44,909
2021,Qtr 4,October,8,337.05,178
2021,Qtr 4,October,12,779.33,670
2021,Qtr 4,October,13,642.20,420
2021,Qtr 4,October,14,1136.75,597
2021,Qtr 4,October,15,371.80,299
2021,Qtr 4,October,16,2595.00,2595
2021,Qtr 4,October,18,809.00,573
2021,Qtr 4,October,19,729.25,601
2021,Qtr 4,October,20,996.24,561
2021,Qtr 4,October,21,799.20,514
2021,Qtr 4,October,22,779.55,421
2021,Qtr 4,October,25,719.81,300
2021,Qtr 4,October,26,387.08,320
2021,Qtr 4,October,27,592.21,404
2021,Qtr 4,October,28,832.34,670
2021,Qtr 4,October,29,1014.13,562
2021,Qtr 4,November,1,585.87,466
2021,Qtr 4,November,2,474.05,424
2021,Qtr 4,November,3,650.15,328
2021,Qtr 4,November,4,1010.51,598
2021,Qtr 4,November,5,367.08,241
2021,Qtr 4,November,6,1083.00,1083
2021,Qtr 4,November,8,636.74,513
2021,Qtr 4,November,9,477.40,349
2021,Qtr 4,November,10,802.22,511
2021,Qtr 4,November,12,739.00,545
2021,Qtr 4,November,15,478.85,412
2021,Qtr 4,November,16,729.78,480
2021,Qtr 4,November,17,666.17,509
2021,Qtr 4,November,18,1001.41,610
2021,Qtr 4,November,19,522.58,460
2021,Qtr 4,November,22,383.14,293
2021,Qtr 4,November,23,668.28,379
2021,Qtr 4,November,24,380.23,278
2021,Qtr 4,November,29,530.74,423
2021,Qtr 4,November,30,1008.67,424
2021,Qtr 4,December,1,479.85,411
2021,Qtr 4,December,2,1080.42,643
2021,Qtr 4,December,3,438.89,338
2021,Qtr 4,December,6,336.85,216
2021,Qtr 4,December,7,432.70,386
2021,Qtr 4,December,8,331.31,179
2021,Qtr 4,December,9,1031.79,459
2021,Qtr 4,December,10,533.38,546
2021,Qtr 4,December,13,480.42,391
2021,Qtr 4,December,14,553.37,253
2021,Qtr 4,December,15,708.16,261
2021,Qtr 4,December,16,365.27,203
2021,Qtr 4,December,17,453.13,272
2021,Qtr 4,December,20,1143.59,417
2021,Qtr 4,December,21,383.00,333
2021,Qtr 4,December,22,267.04,134
2021,Qtr 4,December,23,798.30,142
2021,Qtr 4,December,27,459.38,332
2021,Qtr 4,December,28,375.77,232
2021,Qtr 4,December,29,1044.26,392
2021,Qtr 4,December,30,1417.03,483
2022,Qtr 1,January,3,283.07,257
2022,Qtr 1,January,4,530.40,510
2022,Qtr 1,January,5,596.59,446
2022,Qtr 1,January,6,847.55,470
2022,Qtr 1,January,7,419.64,311
2022,Qtr 1,January,10,601.52,377
2022,Qtr 1,January,11,1630.91,586
2022,Qtr 1,January,12,2538.38,2453
2022,Qtr 1,January,13,2105.82,912
2022,Qtr 1,January,14,2285.90,767
2022,Qtr 1,January,18,691.05,459
2022,Qtr 1,January,19,868.93,346
2022,Qtr 1,January,20,622.19,260
2022,Qtr 1,January,21,466.76,318
2022,Qtr 1,January,24,487.03,396
2022,Qtr 1,January,25,854.38,427
2022,Qtr 1,January,26,446.67,274
2022,Qtr 1,January,27,439.93,126
2022,Qtr 1,January,28,250.42,140
2022,Qtr 1,January,31,450.68,332
2022,Qtr 1,February,1,539.38,290
2022,Qtr 1,February,2,994.02,239
2022,Qtr 1,February,3,409.44,303
2022,Qtr 1,February,4,294.00,237
2022,Qtr 1,February,7,364.76,229
2022,Qtr 1,February,8,460.73,338
2022,Qtr 1,February,9,1104.95,517
2022,Qtr 1,February,10,888.04,324
2022,Qtr 1,February,11,4309.00,4309
2022,Qtr 1,February,14,443.70,192
2022,Qtr 1,February,15,467.89,308
2022,Qtr 1,February,16,308.94,290
2022,Qtr 1,February,17,697.85,327
2022,Qtr 1,February,18,498.41,199
2022,Qtr 1,February,22,423.24,246
2022,Qtr 1,February,23,1685.07,818
2022,Qtr 1,February,24,751.81,331
2022,Qtr 1,February,25,423.03,290
2022,Qtr 1,February,28,408.43,345
2022,Qtr 1,March,1,416.90,257
2022,Qtr 1,March,2,565.78,444
2022,Qtr 1,March,3,397.61,197
2022,Qtr 1,March,4,477.23,178
2022,Qtr 1,March,5,2034.29,1431
2022,Qtr 1,March,7,334.74,261
2022,Qtr 1,March,8,349.15,230
2022,Qtr 1,March,9,549.42,361
2022,Qtr 1,March,10,542.19,331
2022,Qtr 1,March,11,704.40,375
2022,Qtr 1,March,14,618.86,328
2022,Qtr 1,March,15,418.27,328
2022,Qtr 1,March,16,513.58,509
2022,Qtr 1,March,17,380.10,205
2022,Qtr 1,March,18,465.00,429
2022,Qtr 1,March,21,335.57,233
2022,Qtr 1,March,22,446.58,336
2022,Qtr 1,March,23,400.00,249
2022,Qtr 1,March,24,870.00,347
2022,Qtr 1,March,25,1275.96,369
2022,Qtr 1,March,28,463.48,362
2022,Qtr 1,March,29,367.00,246
2022,Qtr 1,March,30,588.35,392
2022,Qtr 2,April,1,617.74,143
2022,Qtr 2,April,4,463.72,350
2022,Qtr 2,April,5,357.80,266
2022,Qtr 2,April,6,428.90,158
2022,Qtr 2,April,7,482.17,305
2022,Qtr 2,April,8,607.46,195
2022,Qtr 2,April,11,267.26,175
2022,Qtr 2,April,12,1023.13,425
2022,Qtr 2,April,13,840.47,545
2022,Qtr 2,April,14,495.56,239
2022,Qtr 2,April,15,572.10,392
2022,Qtr 2,April,18,381.33,278
2022,Qtr 2,April,19,426.86,332
2022,Qtr 2,April,20,937.04,576
2022,Qtr 2,April,21,491.59,338
2022,Qtr 2,April,22,931.03,382
2022,Qtr 2,April,25,382.00,339
2022,Qtr 2,April,26,458.58,286
2022,Qtr 2,April,27,435.88,279
2022,Qtr 2,April,28,395.42,295
2022,Qtr 2,April,29,840.59,309
2022,Qtr 2,May,2,374.09,261
2022,Qtr 2,May,3,569.93,483
2022,Qtr 2,May,4,491.90,378
2022,Qtr 2,May,5,477.30,216
2022,Qtr 2,May,6,410.83,71
2022,Qtr 2,May,9,472.72,363
2022,Qtr 2,May,10,575.13,279
2022,Qtr 2,May,11,778.81,387
2022,Qtr 2,May,12,593.66,265
2022,Qtr 2,May,13,1077.00,745
2022,Qtr 2,May,15,144.00,144
2022,Qtr 2,May,16,383.33,255
2022,Qtr 2,May,17,342.53,253
2022,Qtr 2,May,18,411.13,268
2022,Qtr 2,May,19,731.48,197
2022,Qtr 2,May,20,640.00,345
2022,Qtr 2,May,23,428.70,350
2022,Qtr 2,May,24,404.58,285
2022,Qtr 2,May,25,340.96,204
2022,Qtr 2,May,26,423.67,273
2022,Qtr 2,May,27,526.37,467
2022,Qtr 2,May,31,358.98,210
2022,Qtr 2,June,1,368.61,176
2022,Qtr 2,June,2,559.43,409
2022,Qtr 2,June,3,352.09,352
2022,Qtr 2,June,4,110.00,110
2022,Qtr 2,June,6,427.24,390
2022,Qtr 2,June,7,454.88,277
2022,Qtr 2,June,8,415.15,269
2022,Qtr 2,June,9,513.48,248
2022,Qtr 2,June,10,925.74,85
2022,Qtr 2,June,13,425.06,337
2022,Qtr 2,June,14,422.85,328
2022,Qtr 2,June,15,2198.83,2730
2022,Qtr 2,June,16,649.08,435
2022,Qtr 2,June,17,672.81,492
2022,Qtr 2,June,20,271.50,272
2022,Qtr 2,June,21,502.26,267
2022,Qtr 2,June,22,308.06,236
2022,Qtr 2,June,23,662.94,304
2022,Qtr 2,June,24,2245.39,818
2022,Qtr 2,June,27,305.47,265
2022,Qtr 2,June,28,803.62,245
2022,Qtr 2,June,29,426.62,223
2022,Qtr 2,June,30,1108.31,345
2022,Qtr 3,July,1,839.67,542
2022,Qtr 3,July,5,434.84,284
2022,Qtr 3,July,6,496.71,238
2022,Qtr 3,July,7,487.67,232
2022,Qtr 3,July,8,1518.00,1591
2022,Qtr 3,July,11,391.94,286
2022,Qtr 3,July,12,389.94,214
2022,Qtr 3,July,13,652.05,330
2022,Qtr 3,July,14,378.91,251
2022,Qtr 3,July,15,1611.63,850
2022,Qtr 3,July,18,392.07,278
2022,Qtr 3,July,19,424.81,377
2022,Qtr 3,July,20,603.03,351
2022,Qtr 3,July,21,910.59,295
2022,Qtr 3,July,22,661.71,429
2022,Qtr 3,July,25,467.71,236
2022,Qtr 3,July,26,1335.18,1522
2022,Qtr 3,July,27,405.90,311
2022,Qtr 3,July,28,1231.11,237
2022,Qtr 3,July,29,1127.78,658
2022,Qtr 3,August,1,1018.38,340
2022,Qtr 3,August,2,644.33,369
2022,Qtr 3,August,3,386.27,197
2022,Qtr 3,August,4,659.62,262
2022,Qtr 3,August,5,616.18,480
2022,Qtr 3,August,8,362.83,200
2022,Qtr 3,August,9,333.43,202
2022,Qtr 3,August,10,416.08,263
2022,Qtr 3,August,11,335.69,196
2022,Qtr 3,August,12,373.28,218
2022,Qtr 3,August,15,466.46,354
2022,Qtr 3,August,16,389.54,256
2022,Qtr 3,August,17,589.71,360
2022,Qtr 3,August,18,364.51,364
2022,Qtr 3,August,19,747.42,464
2022,Qtr 3,August,22,1768.04,700
2022,Qtr 3,August,23,861.07,290
2022,Qtr 3,August,24,443.79,308
2022,Qtr 3,August,25,572.45,377
2022,Qtr 3,August,26,392.78,253
2022,Qtr 3,August,29,602.47,365
2022,Qtr 3,August,30,524.84,309
2022,Qtr 3,August,31,1251.13,267
2022,Qtr 3,September,1,507.18,291
2022,Qtr 3,September,2,694.00,456
2022,Qtr 3,September,6,369.16,216
2022,Qtr 3,September,7,516.59,231
2022,Qtr 3,September,8,619.63,378
2022,Qtr 3,September,9,1374.56,421
2022,Qtr 3,September,12,800.90,407
2022,Qtr 3,September,13,546.37,278
2022,Qtr 3,September,14,572.60,301
2022,Qtr 3,September,15,714.83,324
2022,Qtr 3,September,16,1939.60,445
2022,Qtr 3,September,19,667.86,356
2022,Qtr 3,September,20,702.70,274
2022,Qtr 3,September,21,365.66,244
2022,Qtr 3,September,22,548.68,309
2022,Qtr 3,September,26,729.66,132
2022,Qtr 3,September,27,487.03,309
2022,Qtr 3,September,28,636.70,310
2022,Qtr 3,September,29,485.19,346
2022,Qtr 3,September,30,421.18,132
2022,Qtr 4,October,3,409.87,286
2022,Qtr 4,October,4,517.39,448
2022,Qtr 4,October,5,739.56,511
2022,Qtr 4,October,6,661.16,265
2022,Qtr 4,October,7,458.63,150
2022,Qtr 4,October,10,5282.00,5282
2022,Qtr 4,October,11,1136.08,239
2022,Qtr 4,October,12,438.72,222
2022,Qtr 4,October,13,628.05,275
2022,Qtr 4,October,14,731.71,483
2022,Qtr 4,October,17,364.92,223
2022,Qtr 4,October,18,1139.18,342
2022,Qtr 4,October,19,577.63,302
2022,Qtr 4,October,20,462.47,202
2022,Qtr 4,October,21,568.03,505
2022,Qtr 4,October,24,842.26,693
2022,Qtr 4,October,25,288.75,198
2022,Qtr 4,October,26,387.48,248
2022,Qtr 4,October,27,807.47,223
2022,Qtr 4,October,28,620.61,432
2022,Qtr 4,October,31,335.04,244
2022,Qtr 4,November,1,493.29,395
2022,Qtr 4,November,2,580.25,331
2022,Qtr 4,November,3,734.24,342
2022,Qtr 4,November,4,295.89,176
2022,Qtr 4,November,7,349.57,229
2022,Qtr 4,November,8,534.47,228
2022,Qtr 4,November,9,545.49,246
2022,Qtr 4,November,10,531.57,292
2022,Qtr 4,November,14,957.92,773
2022,Qtr 4,November,15,448.11,278
2022,Qtr 4,November,16,432.43,291
2022,Qtr 4,November,17,571.17,362
2022,Qtr 4,November,18,540.19,224
2022,Qtr 4,November,21,510.98,177
2022,Qtr 4,November,22,476.13,237
2022,Qtr 4,November,23,329.75,183
2022,Qtr 4,November,28,487.53,160
2022,Qtr 4,November,29,514.37,222
2022,Qtr 4,November,30,603.26,168
2022,Qtr 4,December,1,543.13,269
2022,Qtr 4,December,2,560.04,457
2022,Qtr 4,December,5,487.08,247
2022,Qtr 4,December,6,383.94,259
2022,Qtr 4,December,7,447.78,258
2022,Qtr 4,December,8,403.95,268
2022,Qtr 4,December,9,2729.66,2739
2022,Qtr 4,December,12,1104.11,423
2022,Qtr 4,December,13,1922.87,267
2022,Qtr 4,December,14,2260.28,1041
2022,Qtr 4,December,15,430.37,227
2022,Qtr 4,December,16,346.87,135
2022,Qtr 4,December,18,587.00,587
2022,Qtr 4,December,19,376.69,234
2022,Qtr 4,December,20,379.04,208
2022,Qtr 4,December,21,1084.75,343
2022,Qtr 4,December,22,740.59,685
2022,Qtr 4,December,23,963.14,975
2022,Qtr 4,December,27,298.92,210
2022,Qtr 4,December,28,324.68,209
2022,Qtr 4,December,29,403.42,196
2022,Qtr 4,December,30,749.45,32
2023,Qtr 1,January,3,359.67,210
2023,Qtr 1,January,4,350.54,221
2023,Qtr 1,January,5,690.62,297
2023,Qtr 1,January,6,297.22,161
2023,Qtr 1,January,9,459.22,213
2023,Qtr 1,January,10,408.27,230
2023,Qtr 1,January,11,450.11,264
2023,Qtr 1,January,12,630.93,241
2023,Qtr 1,January,13,415.45,223
2023,Qtr 1,January,16,391.00,391
2023,Qtr 1,January,17,363.59,210
2023,Qtr 1,January,18,281.00,151
2023,Qtr 1,January,19,570.92,239
2023,Qtr 1,January,20,497.72,347
2023,Qtr 1,January,23,293.43,210
2023,Qtr 1,January,24,366.84,249
2023,Qtr 1,January,25,397.00,260
2023,Qtr 1,January,26,1289.38,282
2023,Qtr 1,January,27,1100.42,519
2023,Qtr 1,January,30,400.64,209
2023,Qtr 1,January,31,408.77,251
2023,Qtr 1,February,1,548.37,194
2023,Qtr 1,February,2,1108.70,302
2023,Qtr 1,February,3,461.24,305
2023,Qtr 1,February,6,363.50,311
2023,Qtr 1,February,7,517.93,320
2023,Qtr 1,February,8,481.91,260
2023,Qtr 1,February,9,465.89,286
2023,Qtr 1,February,10,940.43,918
2023,Qtr 1,February,14,383.38,335
2023,Qtr 1,February,15,422.00,310
2023,Qtr 1,February,16,622.51,318
2023,Qtr 1,February,17,622.08,685
2023,Qtr 1,February,21,317.01,188
2023,Qtr 1,February,22,567.78,313
2023,Qtr 1,February,23,432.55,225
2023,Qtr 1,February,24,670.32,437
2023,Qtr 1,February,27,539.61,348
2023,Qtr 1,February,28,393.03,259
2023,Qtr 1,March,1,472.19,310
2023,Qtr 1,March,2,757.90,332
2023,Qtr 1,March,3,873.79,360
2023,Qtr 1,March,6,487.91,307
2023,Qtr 1,March,7,960.52,245
2023,Qtr 1,March,8,1150.05,316
2023,Qtr 1,March,9,454.85,213
2023,Qtr 1,March,10,613.85,430
2023,Qtr 1,March,12,627.00,627
2023,Qtr 1,March,13,407.16,273
2023,Qtr 1,March,14,337.54,227
2023,Qtr 1,March,15,692.38,182
2023,Qtr 1,March,16,455.37,394
2023,Qtr 1,March,17,1628.42,1529
2023,Qtr 1,March,20,609.44,243
2023,Qtr 1,March,21,1075.69,1176
2023,Qtr 1,March,22,791.50,280
2023,Qtr 1,March,23,401.66,352
2023,Qtr 1,March,24,503.29,310
2023,Qtr 1,March,27,382.68,258
2023,Qtr 1,March,28,546.86,229
2023,Qtr 1,March,29,349.31,224
2023,Qtr 1,March,30,542.40,365
2023,Qtr 2,April,3,529.44,336
2023,Qtr 2,April,4,429.73,303
2023,Qtr 2,April,5,1086.08,376
2023,Qtr 2,April,6,1322.53,696
2023,Qtr 2,April,7,1249.42,297
2023,Qtr 2,April,10,507.66,330
2023,Qtr 2,April,11,504.47,188
2023,Qtr 2,April,12,2534.69,2570
2023,Qtr 2,April,13,946.16,448
2023,Qtr 2,April,14,364.83,296
2023,Qtr 2,April,17,635.64,261
2023,Qtr 2,April,18,477.75,246
2023,Qtr 2,April,19,832.87,308
2023,Qtr 2,April,20,599.00,349
2023,Qtr 2,April,21,515.76,156
2023,Qtr 2,April,22,281.00,281
2023,Qtr 2,April,23,200.00,200
2023,Qtr 2,April,24,453.79,248
2023,Qtr 2,April,25,203.47,106
2023,Qtr 2,April,26,444.47,289
2023,Qtr 2,April,27,500.26,304
2023,Qtr 2,April,28,1460.12,554
2023,Qtr 2,May,1,564.32,429
2023,Qtr 2,May,2,1060.11,275
2023,Qtr 2,May,3,316.34,260
2023,Qtr 2,May,4,848.27,267
2023,Qtr 2,May,5,463.79,292
2023,Qtr 2,May,8,724.33,360
2023,Qtr 2,May,9,334.47,218
2023,Qtr 2,May,10,507.79,196
2023,Qtr 2,May,11,566.73,332
2023,Qtr 2,May,12,677.77,431
2023,Qtr 2,May,15,403.14,266
2023,Qtr 2,May,16,565.96,354
2023,Qtr 2,May,17,428.83,221
2023,Qtr 2,May,18,577.17,294
2023,Qtr 2,May,19,201.88,25
2023,Qtr 2,May,22,381.65,223
2023,Qtr 2,May,23,310.00,277
2023,Qtr 2,May,24,293.26,211
2023,Qtr 2,May,25,399.77,251
2023,Qtr 2,May,26,651.06,528
2023,Qtr 2,May,30,494.85,353
2023,Qtr 2,May,31,266.72,130
2023,Qtr 2,June,1,378.59,277
2023,Qtr 2,June,2,504.65,182
2023,Qtr 2,June,5,677.93,357
2023,Qtr 2,June,6,386.18,321
2023,Qtr 2,June,7,307.59,204
2023,Qtr 2,June,8,625.94,223
2023,Qtr 2,June,9,463.90,153
2023,Qtr 2,June,12,455.76,316
2023,Qtr 2,June,13,430.64,286
2023,Qtr 2,June,14,416.63,217
2023,Qtr 2,June,15,504.64,330
2023,Qtr 2,June,16,203.67,87
2023,Qtr 2,June,20,307.64,227
2023,Qtr 2,June,21,583.83,287
2023,Qtr 2,June,22,393.54,300
2023,Qtr 2,June,23,558.81,318
2023,Qtr 2,June,26,561.73,238
2023,Qtr 2,June,27,396.61,342
2023,Qtr 2,June,28,372.47,180
2023,Qtr 2,June,29,408.46,224
2023,Qtr 2,June,30,284.15,115
2023,Qtr 3,July,3,437.10,180
2023,Qtr 3,July,5,269.66,105
2023,Qtr 3,July,6,431.35,155
2023,Qtr 3,July,7,445.50,68
2023,Qtr 3,July,10,284.03,166
2023,Qtr 3,July,11,331.27,275
2023,Qtr 3,July,12,448.74,343
2023,Qtr 3,July,13,628.47,169
2023,Qtr 3,July,14,301.26,157
2023,Qtr 3,July,17,593.14,396
2023,Qtr 3,July,18,423.56,223
2023,Qtr 3,July,19,268.04,190
2023,Qtr 3,July,20,411.66,265
2023,Qtr 3,July,21,170.58,98
2023,Qtr 3,July,24,253.33,173
2023,Qtr 3,July,25,288.68,210
2023,Qtr 3,July,26,304.62,159
2023,Qtr 3,July,27,219.06,134
2023,Qtr 3,July,28,405.68,90
2023,Qtr 3,July,31,319.59,200
2023,Qtr 3,August,1,423.34,262
2023,Qtr 3,August,2,477.07,233
2023,Qtr 3,August,3,360.66,177
2023,Qtr 3,August,4,481.05,210
2023,Qtr 3,August,7,283.45,165
2023,Qtr 3,August,8,387.94,236
2023,Qtr 3,August,9,446.15,197
2023,Qtr 3,August,10,454.12,211
2023,Qtr 3,August,11,408.00,65
2023,Qtr 3,August,14,395.19,153
2023,Qtr 3,August,15,322.06,189
2023,Qtr 3,August,16,271.63,102
2023,Qtr 3,August,17,331.12,176
2023,Qtr 3,August,18,320.79,218
2023,Qtr 3,August,19,435.00,435
2023,Qtr 3,August,21,488.09,262
2023,Qtr 3,August,22,378.43,224
2023,Qtr 3,August,23,320.29,139
2023,Qtr 3,August,24,291.88,164
2023,Qtr 3,August,25,411.59,38
2023,Qtr 3,August,28,352.20,227
2023,Qtr 3,August,29,283.88,147
2023,Qtr 3,August,30,441.38,241
2023,Qtr 3,August,31,318.54,230
2023,Qtr 3,September,1,264.20,129
2023,Qtr 3,September,5,345.88,284
2023,Qtr 3,September,6,540.41,236
2023,Qtr 3,September,7,453.22,235
2023,Qtr 3,September,8,313.46,180
2023,Qtr 3,September,11,160.92,85
2023,Qtr 3,September,12,378.41,216
2023,Qtr 3,September,13,735.86,415
2023,Qtr 3,September,14,251.28,144
2023,Qtr 3,September,15,345.56,186
2023,Qtr 3,September,18,437.32,220
2023,Qtr 3,September,19,377.36,290
2023,Qtr 3,September,20,254.58,109
2023,Qtr 3,September,21,348.61,233
2023,Qtr 3,September,25,338.09,218
2023,Qtr 3,September,26,379.92,189
2023,Qtr 3,September,27,399.16,167
2023,Qtr 3,September,28,546.97,239
2023,Qtr 3,September,29,237.86,268
2023,Qtr 4,October,2,189.17,130
2023,Qtr 4,October,3,158.19,117
2023,Qtr 4,October,4,254.32,174
2023,Qtr 4,October,5,471.00,169
2023,Qtr 4,October,6,297.47,233
2023,Qtr 4,October,9,251.33,41
2023,Qtr 4,October,10,434.20,200
2023,Qtr 4,October,11,341.86,196
2023,Qtr 4,October,12,434.26,262
2023,Qtr 4,October,13,420.87,257
2023,Qtr 4,October,16,604.35,250
2023,Qtr 4,October,17,549.24,328
2023,Qtr 4,October,18,426.45,244
2023,Qtr 4,October,19,411.52,259
2023,Qtr 4,October,20,739.86,450
2023,Qtr 4,October,23,560.66,270
2023,Qtr 4,October,24,519.19,258
2023,Qtr 4,October,25,279.88,144
2023,Qtr 4,October,26,305.76,203
2023,Qtr 4,October,27,466.82,156
2023,Qtr 4,October,30,566.69,185
2023,Qtr 4,October,31,479.34,270
2023,Qtr 4,November,1,299.33,203
2023,Qtr 4,November,2,293.60,190
2023,Qtr 4,November,3,442.27,229
2023,Qtr 4,November,6,319.43,214
2023,Qtr 4,November,7,385.10,187
2023,Qtr 4,November,8,339.05,181
2023,Qtr 4,November,9,209.48,126
2023,Qtr 4,November,13,145.34,51
2023,Qtr 4,November,14,298.53,229
2023,Qtr 4,November,15,386.20,209
2023,Qtr 4,November,16,693.90,360
2023,Qtr 4,November,17,226.92,163
2023,Qtr 4,November,20,277.34,146
2023,Qtr 4,November,21,599.29,238
2023,Qtr 4,November,22,334.41,216
2023,Qtr 4,November,23,171.00,171
2023,Qtr 4,November,27,411.56,193
2023,Qtr 4,November,28,560.85,230
2023,Qtr 4,November,29,636.72,182
2023,Qtr 4,November,30,634.92,420
2023,Qtr 4,December,1,478.91,401
2023,Qtr 4,December,4,311.96,176
2023,Qtr 4,December,5,511.05,274
2023,Qtr 4,December,6,751.31,316
2023,Qtr 4,December,7,297.54,162
2023,Qtr 4,December,8,321.57,203
2023,Qtr 4,December,11,427.12,215
2023,Qtr 4,December,12,327.93,236
2023,Qtr 4,December,13,327.08,214
2023,Qtr 4,December,14,187.73,191
2023,Qtr 4,December,15,283.31,252
2023,Qtr 4,December,18,235.00,125
2023,Qtr 4,December,19,190.40,184
2023,Qtr 4,December,20,153.95,96
2023,Qtr 4,December,21,114.33,80
2023,Qtr 4,December,22,208.67,31
2023,Qtr 4,December,26,109.11,98
2023,Qtr 4,December,27,320.18,273
2023,Qtr 4,December,28,175.53,149
2023,Qtr 4,December,29,220.75,146
